
X,Y,Z,AUGT,grade_kriging
425,540,151,11.9755497932434,12.73915628910064
-359,-44,167,12.6192304134368,16.2170678997039
97,268,-65,19.5054090499877,19.5054090499877
-519,412,511,12.5197608470916,16.67887753486628
633,-980,-921,27.9661868095398,26.117774643897977
217,540,151,10.1490874290466,10.1490874290466
17,-564,-457,11.4631805896759,11.4631805896759
-367,508,471,10.3311722040176,10.3311722040176
241,452,151,25.1172430992126,28.437907962799038
625,-1356,-801,18.8806587696075,16.60680649280544
-95,-1100,431,14.5567794322967,15.261618928909249
-175,-1196,351,12.2142480134964,11.950696467399563
505,716,159,28.122209072113,28.989927997589078
-87,524,231,17.1993515968322,17.26676458835594
657,-972,-825,11.0233177185058,14.5237305450439
457,732,151,14.0285991191864,14.0285991191864
-383,332,199,19.0395140409469,22.032102335691402
-439,460,151,11.2417269229888,15.541847705840997
705,-268,-1017,10.9556199073791,10.9556199073791
-63,484,191,25.1995580673217,31.119734840393022
-343,-396,191,12.5127536773681,12.5127536773681
-183,412,535,29.2736629962921,26.43121476173398
-343,652,215,31.2109292984008,21.054317398071227
145,-180,119,19.3797496318817,19.3797496318817
9,-196,-81,11.1382011890411,11.1382011890411
-127,-44,271,10.6155443668365,16.760013346672018
305,-716,-913,15.5443768024444,15.5443768024444
329,748,503,22.40528383255,26.36347582817072
-167,748,167,15.6772069454193,14.0789156913757
17,-836,-657,15.1371338367462,13.99400673866268
81,-484,-449,26.2059035301208,29.82889166831966
-199,36,151,19.4782881021499,22.0147876286506
-15,804,151,20.4202687740325,20.4202687740325
-279,540,287,10.2032557249069,20.343075183629963
177,-228,-145,10.9192873001098,13.263372025489751
25,-1020,527,23.7388283729553,23.96269120693202
-95,76,295,12.0827882289886,12.0827882289886
-111,-1036,527,21.2356799602508,22.323270896275794
625,-1124,-353,16.5299390792846,17.652079014778067
209,724,159,35.1228062152862,27.856351585388133
65,-724,-433,11.9579641103744,11.9579641103744
-247,4,279,29.7911631584167,27.79191717692779
-31,332,-97,12.3996494531631,14.924693869352309
537,420,-161,13.9610473394393,13.10554376363747
497,596,143,20.7668818473815,18.634562716484
-391,604,143,11.7382055759429,11.7382055759429
-199,44,199,15.9807127237319,18.0304028606414
-71,-1116,415,20.6056258201599,21.39248635292052
-271,-1108,431,14.582114124298,14.582114124298
329,540,159,15.1012346506118,19.202506206035554
-439,956,495,11.1378670692443,11.1378670692443
313,-1076,-857,29.1133135318756,23.861008272171
-47,348,207,27.4632009983062,30.326627645492508
745,-172,-953,15.0227643966674,15.0227643966674
153,-492,-489,20.9224905490875,24.66886729955668
-247,460,15,13.197927069664,13.197927069664
-199,-44,151,31.8096883296966,25.50352156639094
-95,-1180,391,16.1410458326339,20.17242735385888
297,572,151,24.0427138328552,25.5899506473541
353,-868,-689,12.3641182661056,12.3641182661056
-63,724,159,14.5806047439575,15.8376036071777
1,-540,-329,25.453521823883,23.906124413808147
81,-276,-265,11.1486056327819,11.1486056327819
113,628,135,11.8394392013549,18.909315382242138
401,596,135,18.4417398452758,21.91752407073967
481,-1148,-353,11.2580216884613,11.2580216884613
-71,116,175,16.3839567661285,20.390713015794713
337,676,495,10.5639649152755,10.5639649152755
97,476,167,25.4368812561035,23.30519539515174
105,-580,-713,21.8886668682098,18.38322612285611
-367,748,527,11.4388283967971,11.4388283967971
-631,-212,359,12.6196299552917,12.6196299552917
105,388,-89,11.0992844104766,11.0992844104766
521,268,-377,13.9521826505661,15.4837814903259
409,292,-153,13.663393330574,13.55189977407452
321,540,151,14.6174642324447,19.008998038768716
-71,-20,143,33.8627867221832,31.774653361638357
-159,476,151,27.8739931106567,26.58285327911374
521,-876,-761,31.7451798439025,23.858077831268233
1,-532,-321,27.9017904758453,24.39577814420061
377,-1228,-873,20.9068383216857,20.96525484561911
73,-660,-521,24.3999019145965,28.111331205367996
-7,372,191,40.0,36.6947253656387
-119,676,143,13.414349079132,13.414349079132
49,-396,-225,12.1719141006469,12.167334790229742
89,964,151,14.4895629405975,17.48448429107662
25,-492,-433,23.0443755626678,23.0443755626678
169,-340,-321,28.4064071655273,24.7610997454325
-23,1052,167,10.3622488498687,10.3622488498687
-31,372,151,13.4660161495208,15.488233227729742
433,-788,-337,18.109113073349,18.109113073349
-447,556,527,15.2575489759445,17.427057743072478
73,244,151,32.7245246887207,29.330936113993314
-335,716,247,14.0808783531189,14.18056941986082
97,500,143,32.9561257839202,26.529782749811744
345,-396,71,11.8874426364898,11.8874426364898
321,-1044,-881,15.9535707473754,17.79373155593865
105,436,127,10.4881839752197,10.4881839752197
-55,-1188,375,27.0761430740356,22.7995187123616
-7,-84,-9,17.5717129230499,19.047925448417622
-111,-1220,375,11.8662330389022,11.50012232303613
-87,564,183,19.8701650619506,18.136790926456392
-615,-1284,391,11.2794158697128,11.2794158697128
-31,212,175,28.6590297698974,21.930259253183962
-255,172,183,17.2456003189086,19.353803243637
1,484,215,18.3233364343643,26.16618190288542
337,-1100,-857,20.0648797988891,20.655834445953317
-127,1132,559,23.2286461353302,22.96957922458646
-119,28,143,17.9193096637725,17.9193096637725
345,-1180,-849,12.2953234672546,12.2953234672546
105,804,143,18.7737965106964,18.7737965106964
-79,260,-201,19.8875673294067,18.433202874183607
617,380,-217,10.0831828832626,10.0831828832626
-159,-364,183,17.0285626411438,17.0285626411438
-319,36,183,20.2658143043518,18.97006502151487
-111,-844,383,15.7863624811172,15.341114673614461
-207,220,-201,12.4818394184112,13.42009547233576
-79,-140,167,18.9236749410629,18.83869414091108
-407,812,151,31.6751642227172,26.66921133041376
-223,524,247,29.5721090793609,22.867725413640315
353,196,-377,14.5106825828552,14.5106825828552
385,-1164,-881,11.1726423978805,11.1726423978805
57,268,159,23.9255709648132,25.90116805076596
49,-292,-97,12.8003326892852,12.8003326892852
-303,396,255,36.9096391677856,36.9096391677856
105,932,183,14.7636112689971,18.351012418270038
-7,-1148,415,19.9094019412994,19.9094019412994
-167,220,-97,20.8211143970489,22.43825094223019
241,164,-81,21.6644444465637,21.99119771957394
-71,356,-209,11.4760523796081,12.79144627094264
433,-796,-617,11.6061873674392,11.202078468799542
-31,-116,31,19.9905159473419,19.9905159473419
353,-748,-921,19.4144829034805,19.781016818284957
-343,68,135,13.0858240365982,13.952506957054121
145,-676,-705,18.7178793430328,19.27589772224423
633,-1036,-969,17.6543620109558,17.6543620109558
345,540,151,34.3173368453979,31.78376296997066
217,-628,-657,17.616086602211,17.616086602211
153,444,159,19.6173321723938,19.6173321723938
-383,852,151,17.8564460754394,17.8564460754394
-279,500,207,12.0390944719314,12.0332060194015
-119,268,-89,15.8938485860824,16.8914047122001
-7,-60,367,10.8457272052764,10.8457272052764
177,20,63,10.2787410974502,10.2787410974502
161,540,143,40.0,32.8132547521591
-375,620,183,14.2713044404983,14.271304440498298
-95,-652,-697,11.7249494314193,11.7249494314193
-279,372,207,35.6709519386291,28.29932621002192
-247,-236,135,10.5056388139724,10.5056388139724
89,484,159,40.0,33.83580595970152
-815,-1148,375,15.7612742900848,17.065243620872472
-87,620,23,10.7590418100357,12.985430967807751
625,-1116,-809,12.366989827156,12.366989827156
369,724,183,18.7537539958953,18.4931647372245
-231,292,151,15.6471642017364,16.232833330631205
329,60,-113,18.5734975337982,16.31858704566954
385,-564,-745,11.7940421342849,11.7940421342849
-279,-100,151,15.5511877059936,15.5511877059936
449,-1116,-313,13.5985191822052,14.43001064300536
-103,148,191,16.5582773447036,16.08560145616526
-303,60,135,12.0467546939849,12.0467546939849
-487,588,519,26.8546380043029,30.1381935310363
-751,-828,375,11.5316494464874,11.5316494464874
537,660,175,14.4614992141723,14.4614992141723
177,420,551,11.5326506376266,11.5326506376266
-119,316,183,16.1453578472137,16.1453578472137
193,372,-145,12.2746828079223,13.41321587562555
473,700,143,24.264534330368,22.341068577766357
-623,60,519,16.995105099678,16.995105099678
-375,548,127,13.210886478424,13.033950945138866
673,-1364,-569,12.2466903448104,12.2466903448104
-199,260,551,12.0909496307373,12.0909496307373
577,-1020,-913,16.1850269794464,16.1850269794464
9,4,167,40.0,37.259728717803924
393,-820,-705,21.3444020748138,18.34946366786952
-367,428,271,27.4364270210266,27.4364270210266
17,724,255,15.3295050621032,15.748204247951449
97,756,143,24.5506343364715,24.5506343364715
-135,532,143,35.2220397949218,30.449918422698918
-71,964,183,14.4913912534713,14.4913912534713
-111,228,199,19.7485641479492,22.43462437868116
-55,828,143,22.3529228210449,21.719067893028217
-383,316,191,28.7003671646118,28.700367164611805
-79,532,231,10.3600805759429,10.5853303575515
-335,68,119,10.617640209198,11.02169934034347
-7,12,183,26.4723769187927,23.46260966777796
-143,252,271,19.6225308895111,19.6225308895111
81,-292,-361,24.6617910861969,21.897361927032442
-159,372,191,15.5024856567382,14.84961604118341
313,812,271,13.8716130495071,13.8716130495071
457,-1084,-281,19.23791577816,17.75191132307043
145,-964,-745,12.7774034261703,12.7774034261703
-359,12,175,14.6712937355041,14.6712937355041
-7,348,431,27.7363614559173,22.17277430534358
-463,300,183,10.1408524274826,10.1408524274826
-367,732,215,10.2499121665954,10.27765964746471
473,628,183,13.1127861022949,13.1127861022949
321,-700,-849,10.351940202713,10.351940202713
-455,324,135,19.4048681974411,19.4048681974411
-207,388,159,37.3285366058349,35.701543975830035
-255,388,-57,11.8427897453308,11.8427897453308
-79,-1156,351,13.3036117315292,15.30559189796443
89,380,167,14.9589568614959,20.57817480087276
569,-1236,-969,10.7259324073791,10.7259324073791
-63,-396,-289,16.7647061347961,18.48577403068538
-39,148,399,13.8183618307113,13.28933547019953
-287,-628,407,10.2112477302551,10.2112477302551
-39,180,431,40.0,30.05885401725766
-375,468,135,17.3775939941406,17.3775939941406
-79,-1164,367,30.7431942939758,19.460835132598824
9,548,183,22.9573315143585,22.750795712470996
1,260,-145,20.0915649890899,17.32293942546839
-55,-324,-121,14.4485304594039,14.448530459403901
-247,-44,319,12.7302025794982,13.65673453330987
353,748,159,15.7759545326232,18.4172067487239
217,52,-265,10.2750097036361,11.50157352447504
-95,-844,391,10.5577673435211,12.334908134937269
-295,-100,295,15.4608223199844,15.4608223199844
-79,36,-49,20.6870318889617,20.6870318889617
-207,804,167,11.2212521553039,15.65761958122248
-335,-324,383,13.8942105293273,13.8942105293273
-31,172,439,22.702648115158,25.625199759006442
-31,836,159,22.8878345966339,19.66977169036862
-223,36,367,15.7478499174118,15.43667305231093
-31,196,-145,35.2503021240234,25.959462609291037
753,-1276,-585,20.5376336097717,20.5376336097717
-551,244,527,32.49083943367,24.321956516901597
-199,-180,231,20.0826932907104,18.73563494801516
145,-316,-273,25.4381196022033,24.8372030448913
-559,748,495,16.1103430271148,17.10592072010034
441,-1396,-593,10.0401678800582,10.0401678800582
681,-1020,-945,11.1764906167984,14.52641074657438
409,700,159,15.5186752796173,18.158569111824008
-127,228,-145,17.9666331768035,17.9666331768035
-7,-900,-889,12.1713077783584,11.74206839799874
401,-852,-705,25.8324767589569,25.8324767589569
-47,284,183,10.380093884468,11.530525238513869
185,4,-313,14.4082818746566,14.4082818746566
369,-628,-825,10.8060931205749,13.001204109191839
-271,412,183,16.2687905788421,16.1997815227508
-79,-876,367,10.0624791383743,12.19556826353071
-359,-36,191,11.1127777099609,11.1127777099609
-255,332,167,11.3478777170181,20.31662101626393
-239,204,159,18.4741424560546,19.005174636840753
-359,420,535,15.7243482112884,16.271285963058418
-63,-1156,359,13.846908044815,16.39821199893946
641,-820,-905,23.4919512271881,21.19586514711378
401,492,87,11.1468100309371,10.89972388505928
-863,-1348,375,13.7787873268127,13.7787873268127
-159,-1148,359,17.4352425098419,17.4352425098419
-135,-20,143,15.1181077003479,14.86403377771377
137,604,151,27.1531401634216,24.33652523040768
361,204,-145,11.9399122953414,11.9399122953414
-103,-844,391,16.481569981575,14.704429190158828
-95,348,-9,14.6648519992828,14.6648519992828
-111,308,167,13.523817706108,14.130951695442121
345,-1004,-753,11.1355936527252,12.601117732524838
137,-452,-433,18.5823820829391,18.63206966876978
105,676,231,14.5097795248031,14.5097795248031
-519,420,527,27.6136857509613,21.084034744898446
201,540,151,22.4186813354492,21.18467626953121
-335,412,151,16.9949333667755,17.51502844810484
-231,-1116,431,16.8739679813385,16.176497228145568
249,-780,-609,26.3985761642456,26.3985761642456
473,-1332,-913,19.2359706401824,19.2359706401824
-247,-92,191,19.9192970275878,19.9192970275878
-583,396,511,10.6456326723098,10.482254049777918
361,540,55,18.546769118309,21.749245219230623
89,-524,-409,14.7832005023956,14.66097889661785
401,548,95,13.6320783615112,12.786568822860678
89,-644,-545,18.3523920059204,16.37245077848432
65,876,143,16.8098718881607,16.8098718881607
41,108,239,18.9546663045883,16.96685515403744
-63,268,175,15.0484261989593,17.6894686555862
-455,532,511,37.904559135437,33.494224548339794
641,-332,-857,12.9453371763229,12.9453371763229
113,740,239,20.1819105148315,20.03479289531704
-7,396,151,24.6514637470245,23.21606161832807
521,140,-393,24.8852775096893,24.8852775096893
-15,20,327,16.5623323440551,20.92256484985346
305,-588,-601,11.0295117855072,11.0295117855072
185,452,-89,18.7558439970016,18.40231067180628
297,660,151,17.4019800662994,18.08064186096186
-95,156,295,10.4190083265304,10.4190083265304
89,524,183,32.0024076938629,29.430610513687085
177,644,279,12.3347951650619,12.3347951650619
-87,300,215,19.3262822866439,19.3262822866439
-439,364,159,15.3598912715911,17.143756352424553
-183,-1052,519,16.0303552150726,17.347205915451
-231,540,127,12.987536740303,12.987536740303
241,-748,-601,26.4849356174469,26.4849356174469
73,-1060,-961,10.1744746923446,10.1744746923446
-239,-300,183,19.1912359714508,19.1912359714508
65,-332,-329,11.4278690338134,11.4278690338134
-279,580,63,13.9159750461578,13.170823178291272
-63,-812,-673,12.2186733484268,12.2186733484268
425,-964,-889,19.3851527929306,19.3851527929306
505,-988,-297,11.2559176683425,11.2559176683425
-559,220,447,15.7596854686737,14.52632546424864
-983,-1196,375,15.7676249027252,15.7676249027252
-199,708,207,16.3077248811721,19.522432453036252
-383,332,223,11.2518241167068,14.961116548776577
-87,268,551,13.6142601966857,14.58453707695001
345,-60,-449,11.4775921344757,11.4775921344757
-151,492,263,12.0358058452606,12.03969845771786
177,164,135,17.6279011249542,17.6279011249542
-143,260,183,31.7826923847198,31.64780238151544
289,-996,-969,16.6461496829986,16.6461496829986
369,-1236,-857,13.7661889076232,13.1562149000167
113,-140,-89,10.9145839214324,11.819249720573328
-15,-4,263,15.6956477880477,15.695647788047697
-111,412,215,12.9992741584777,12.9992741584777
33,396,-145,20.9063336372375,18.10314144134516
-15,-884,383,13.5259836435318,13.5259836435318
97,884,159,18.6451124906539,18.50550508975974
-31,332,223,13.4709041118621,21.36986483982625
97,180,175,28.761898946762,25.542228994369438
201,500,543,16.2606992721557,16.2606992721557
409,740,231,18.2639448881149,18.2639448881149
-391,844,167,10.5033455371856,14.33588296294208
313,-804,-777,11.7264062404632,11.7264062404632
-295,-4,175,32.3748694896698,32.28564034461972
113,84,175,28.3667847633361,22.2453446578979
-271,860,247,18.1482261180877,17.00972763061518
257,204,-73,24.1548589229583,28.2864560556411
33,684,167,19.7861608028411,16.60810582160942
497,-1348,-577,11.1163794279098,11.1163794279098
-639,-1404,399,19.5442300319671,19.5442300319671
201,-364,-57,13.5810585021972,13.5810585021972
-103,340,247,25.2529868602752,25.2529868602752
529,-1020,-753,20.7771554470062,17.015910482406586
705,-1372,-545,13.5664109706878,13.898573596477458
-519,628,495,22.3639511108398,22.378393847942306
-47,548,-33,21.5212519168853,19.976046924590996
-423,676,543,10.725649690628,10.725649690628
89,292,151,11.2188408851623,11.2188408851623
-39,540,183,12.5491528749465,16.00260165929787
-31,420,191,39.9302410125732,24.773782714843698
201,-316,-233,11.1131001472473,11.1131001472473
145,476,223,15.2979646205902,15.2979646205902
729,-1300,-593,25.2264371871948,27.31790561676024
169,-228,111,20.9334604263305,18.763636932372982
-103,772,255,17.2713894605636,17.2713894605636
-271,676,159,17.1669863700866,17.435259975194885
-719,-244,399,14.6310498237609,14.6310498237609
-223,68,143,24.3821304798126,21.56619453430173
-79,212,231,20.0745225429534,20.0745225429534
-623,-1292,375,15.4170035600662,13.87913857221601
-279,868,247,13.3144344091415,15.0762109470367
-31,-444,-289,10.0507534027099,11.50301865100855
305,588,487,10.2442928791046,10.2442928791046
-175,-1156,375,38.5386998176574,32.84758825302116
-31,-28,279,14.6467686414718,15.06367935180658
1,364,175,40.0,40.0
585,-1124,-337,10.1169067859649,10.1169067859649
649,-1004,-817,13.2762220859527,13.2762220859527
-215,372,287,11.3238175868988,13.565423331260671
-255,-1020,511,17.0769165515899,16.63702131986614
297,92,-201,30.8686854839325,24.6499529647827
169,348,159,10.9584856271743,10.9584856271743
673,-1060,-321,11.3386497020721,11.3386497020721
209,-412,-473,23.8611979961395,23.18028715133663
209,324,-161,21.5410888195037,21.5410888195037
-359,588,151,22.238237953186,18.24182125091548
105,676,159,11.7044442892074,14.60121713161464
329,-660,-801,16.4456450939178,16.4456450939178
-63,348,223,24.0119981765747,20.27086208343503
-327,284,159,29.6148904323577,25.0756899674733
-479,-316,375,20.1875461578369,17.723476209640467
49,452,143,13.047476196289,13.047476196289
105,100,159,30.8259251594543,29.9294111824035
-7,508,255,26.0608394622802,26.0608394622802
-175,388,135,22.9149169921875,22.57873640060422
-31,188,215,14.3767683029174,24.633434267044013
241,212,-233,12.852093219757,12.852093219757
-159,572,175,18.6512843608856,16.187366051673862
33,-164,-153,14.4242004632949,14.043116390705041
-143,324,199,18.0943288564682,18.73990134239194
65,412,-209,11.0837945699691,11.0837945699691
145,-124,-105,11.9159187555313,13.236716508865328
417,708,391,13.2955800056457,13.2955800056457
-431,772,199,13.7466779470443,13.7466779470443
481,580,151,17.4803860664367,15.64108742713922
153,268,-89,21.9454532146453,21.9454532146453
-495,332,159,10.2540524482727,12.99386398792264
-815,-1436,375,14.6213708639144,14.6213708639144
49,644,167,14.9567617177963,18.226554254293404
-231,-140,591,14.6746022224426,14.674602222442601
425,516,55,11.2922502756118,11.2922502756118
145,-1260,-929,12.0836060047149,12.0836060047149
-303,308,247,10.3208775758743,10.3208775758743
-79,596,-41,12.8394737720489,12.8394737720489
-247,-1052,487,11.9995702028274,12.36702814579005
401,540,151,19.1662178754806,20.45458719968792
-335,620,127,10.5279547452926,10.5279547452926
145,-348,-113,11.5049186944961,11.809084300994819
97,500,191,26.7685425758361,24.845022149085942
185,532,143,18.1644928455352,16.4995909547805
-591,220,559,15.5239697933197,14.86108078956601
9,-348,-345,12.6441679000854,12.22041240692133
-47,508,143,26.3397827625274,26.3397827625274
169,588,143,40.0,36.33389818191529
-503,340,135,22.0896153926849,18.73190302848812
-79,220,-217,24.42151222229,22.12097531604762
297,-676,-697,12.0620914936065,12.0620914936065
-199,-60,287,29.2418818950653,25.17369626045224
-775,-836,375,10.464238333702,10.464238333702
73,604,159,20.7361171245574,25.53380380153648
313,732,487,25.1595548152923,27.718899374008142
-263,852,167,14.9720996856689,15.950813441276498
481,-684,-721,13.6760758638381,14.262239980697561
33,396,239,12.4117735624313,12.4117735624313
521,-948,-945,21.1654376983642,23.53999414920802
273,28,-385,11.4864708423614,11.4864708423614
481,-1028,-905,13.7859265089035,13.7859265089035
-399,332,231,30.0730504512786,24.77641956647232
-479,500,143,12.6476819992065,14.241732501983599
-223,412,143,18.0481163501739,17.21572837352748
-367,636,495,12.072110414505,11.402707943916301
609,-988,-921,35.9668278694152,23.499172264734852
-295,468,255,15.0385720014572,15.0385720014572
41,116,247,14.653081870079,19.45120348691936
-327,364,463,10.4628212451934,10.4628212451934
-111,12,159,18.9677810907363,19.09086830043786
65,532,191,34.6511178493499,30.0941266345977
81,708,199,23.8767287254333,21.4882675170898
-63,-1084,519,23.8802334785461,22.21025331735607
609,-388,-873,17.1610166072845,17.1610166072845
449,-500,79,12.9646752357482,13.03208846092217
-271,444,159,18.7950283050537,18.7950283050537
433,-908,-721,35.5279767036438,29.8794235897064
185,-932,-809,12.9695258140563,12.875761401653222
433,252,-241,20.4799827575683,17.888307902812898
-335,732,151,14.1362347602844,12.90768806695936
-15,-60,-121,27.9086504459381,27.9086504459381
-327,-76,143,34.2584102630615,26.330978355407698
-183,236,223,14.1357861518859,16.91821689128868
-7,-668,-457,33.5611209392547,34.256315355300856
-311,68,159,12.7051237344741,13.758511979579863
-199,292,-209,18.423101568222,16.82970411777491
441,-1068,-889,22.5023748397827,18.050919685363738
-47,532,183,24.0606488227844,20.60720003843303
369,364,-49,20.5384607315063,19.52752275705332
233,700,151,25.7498814105987,25.7498814105987
537,260,-361,16.4954195976257,15.07540695667262
-127,12,239,25.9571548461914,21.66317876338954
361,68,-145,10.6414526700973,14.097364069223364
-199,292,-121,15.1233414649963,15.123341464996301
1,284,271,15.4383954048156,20.90664719581599
-279,76,151,13.2424643039703,15.18227645874021
105,-932,-873,16.0019842386245,16.0019842386245
17,420,223,40.0,30.301186742782555
441,-588,-729,34.6175399780273,32.349221496582
-103,372,-33,17.8907505989074,17.8907505989074
-47,-1172,399,16.2728736162185,15.69176452159877
577,-1052,-777,10.0750985860824,10.0750985860824
329,-1204,-857,19.1042877197265,17.81363014221186
633,-932,-969,18.2991618156433,17.92092815876005
-607,-308,399,15.066718673706,13.850373778343158
193,556,159,11.2152193069458,12.42467631101607
513,220,-393,14.6583892345428,14.658389234542799
113,-1060,-889,12.7716906785965,12.77247346520422
-135,252,-161,21.1981440544128,19.29652389526362
-215,276,143,14.8702971220016,14.870297122001599
-199,708,199,28.5758152484893,23.04761971712108
169,172,-217,13.0248413324356,13.0248413324356
-255,-1044,487,21.0201937198638,18.58086207151404
-319,-100,207,11.7761912584304,11.7761912584304
-511,460,199,12.646546459198,12.646546459198
-471,548,487,15.0056238174438,15.0056238174438
-263,524,271,23.2332981109619,24.48377018928524
625,-964,-881,12.6601075172424,12.6601075172424
-111,468,183,40.0,39.4472180366516
625,-1108,-345,17.5288918495178,17.715736312866184
473,-1428,-601,14.0460574626922,14.488302631378108
-855,-1180,375,18.2982610940933,18.089326288700057
-543,228,527,20.0332342147827,17.89418455600737
-935,-1076,375,13.2142440319061,13.2142440319061
9,436,183,34.8956795215606,28.25060390949244
-631,756,511,13.0053852796554,13.08278868675228
-343,780,239,14.3911798477172,14.26442484378809
97,972,191,37.8491957187652,30.110450372695865
-95,-1068,519,23.9926706314086,26.360210566520614
-287,772,247,10.4368860721588,11.87704403400418
-175,196,-137,21.5562971115112,21.5562971115112
-55,444,519,15.2541224956512,15.254122495651199
497,-1132,-889,17.9654707670211,17.9654707670211
481,-852,-753,15.6033033847808,17.518920125961237
353,684,471,11.8237916469573,11.8237916469573
-31,100,239,15.692300748825,21.869666783809606
-327,396,255,20.5367223739624,23.402515943050375
-95,844,167,18.7269099235534,19.5980723857879
545,604,63,12.4328149318695,12.4328149318695
153,-284,-225,15.9021747112274,15.9021747112274
-199,684,151,19.4360301256179,22.826162858009262
-391,340,215,26.2646899223327,20.42275434494014
-439,140,511,10.2103353261947,12.272474346160838
-247,196,167,26.3329625129699,20.75394937515253
-31,420,223,14.1282707929611,19.289500503539998
-159,228,559,11.6957267999649,13.2432000684738
-87,-660,-705,13.2090791940689,13.49400125265119
-327,884,159,11.2546396017074,12.654906580448088
-375,12,151,19.5496063232421,17.40814118862144
329,-1020,-961,12.6873873472213,14.82488667845719
433,540,127,25.2041469573974,25.2041469573974
-143,-100,183,20.5291988372802,21.14143995285027
65,676,207,13.3609892129898,13.3609892129898
113,-268,-89,12.4116029977798,12.62187241315837
145,-380,-297,11.1026256084442,11.1026256084442
129,-348,-249,25.1317481040954,20.822605085372878
601,-356,-841,15.1203834533691,18.19946607589716
-47,-204,119,14.7112689495086,14.7112689495086
137,-484,-489,38.2756657600402,31.0362084770202
-223,748,271,20.7417223930358,20.7417223930358
-31,268,247,22.5195013999938,22.441352881431502
465,-348,-801,21.2323457717895,21.2323457717895
281,-588,-705,12.5679103136062,13.421411273479391
625,-1324,-817,14.665697813034,14.665697813034
57,-1052,495,19.1510387897491,18.23762617826458
-103,236,159,34.3641860485076,30.907603921890214
161,140,-209,13.4619494676589,15.617957925796421
577,-1124,-873,12.1193661689758,13.865659174919081
89,508,143,36.2757695198059,27.642382825215634
217,492,199,10.252044224739,12.40267113447183
97,164,-97,12.392127084732,12.392127084732
-71,436,-33,23.0965146064758,23.0965146064758
305,868,487,18.9714809417724,16.330068032741487
689,-940,-841,28.3183794498443,28.605508553187022
129,-324,103,25.9265770435333,25.9265770435333
97,980,151,23.5729881286621,23.5729881286621
33,1052,159,17.2582361221313,18.45847807884212
185,-284,-457,12.7350309610366,11.929614162444999
-375,300,215,16.9483154773712,16.9483154773712
-239,716,215,20.7995508193969,19.59050749301904
193,-780,-809,11.9455794811248,12.35202044248575
353,-260,-433,11.629856133461,11.629856133461
505,-804,-777,13.4841871261596,13.4841871261596
73,-516,-409,14.3757951498031,14.49801675558085
129,-668,-697,28.0275643825531,28.0275643825531
-159,196,215,20.706522989273,21.633522243499698
481,-1252,-777,14.7934624195098,15.34143652677528
-495,268,151,20.2446572780609,18.403020968437158
545,252,-369,11.6831564188003,13.150501685142459
49,476,151,36.7474438667297,33.20633665084834
-367,292,151,28.2755466938018,22.87550207138056
-215,396,-9,18.9889381170272,18.9889381170272
-615,-1476,367,16.7175064563751,16.78273458480832
-7,372,183,38.1968088150024,37.065057678222615
353,-708,-745,25.5002191543579,25.5002191543579
-239,476,287,11.1154027700424,16.01974293947217
161,-60,-65,14.8326116800308,14.8326116800308
673,-1044,-953,33.0164098739623,22.46089375019068
169,-700,-481,13.3748972415924,12.525997321605661
-383,364,143,19.9590315818786,19.9590315818786
529,588,143,14.8778124809265,14.50009472370144
649,-924,-945,11.5295804738998,12.1822787070274
193,-404,-489,11.2570730686187,16.18646205902094
-47,1116,535,35.6092823028564,28.831444463729795
-95,516,159,15.6806638002395,21.7872778654098
209,340,-201,14.8451610326766,14.01127862930289
689,-996,-921,14.5786070346832,14.5786070346832
-159,-1204,343,27.1518504142761,27.151850414276097
9,-1124,399,18.3538383007049,19.09849810123439
617,-924,-809,26.8614161968231,26.8614161968231
9,-308,-305,16.1900527954101,16.1900527954101
545,-964,-953,30.9148267269134,28.52870949745172
-71,-1036,519,24.8156474113464,23.82427869319912
-215,-1124,383,10.7140524625778,11.561207015514348
-223,164,167,20.4135186195373,20.4135186195373
-279,-1116,375,12.5186743736267,13.122591700553869
537,676,135,19.8593190193176,17.38778347969052
-119,268,-217,14.0887628793716,14.0887628793716
-39,540,135,17.3067792892456,19.13040607452391
345,476,143,18.9747847557067,18.9747847557067
97,-228,-49,12.4166323184967,13.13719694137572
-471,292,215,14.1661817073822,15.94225950717924
465,612,151,28.7310617923736,24.99644672075904
-215,516,215,17.5589194059371,19.26136759996406
89,-1116,-985,12.1488551616668,12.1488551616668
33,-508,-417,40.0,32.542871955235775
385,-1140,-857,11.6926951885223,11.6926951885223
393,-868,-753,17.9718167066574,17.9718167066574
-143,-44,215,14.5042303323745,15.29489071846003
1,404,199,40.0,40.0
-55,572,175,10.8671961545944,10.810332236289941
105,-428,-321,12.5797026395797,13.32622802019112
257,-436,-601,14.2100285053253,14.210028505325301
393,-532,79,11.5955434322357,11.5955434322357
57,-252,-105,13.0531258583068,12.7206504917144
9,-492,-441,11.0317010879516,11.0317010879516
649,-1156,-809,14.5992383480072,14.5992383480072
-167,380,135,29.7555829048156,21.788363731384223
-335,348,175,17.4345181941986,19.141013326644888
641,-1492,-809,13.9810220956802,13.9810220956802
-279,700,119,10.5216239929199,11.688927228450739
-639,-1076,367,11.3790244579315,11.3790244579315
785,-364,-857,15.1289046764373,15.1289046764373
201,484,183,11.432144832611,16.23204861640924
649,-1020,-921,22.3832599639892,22.18797985196108
-671,-284,367,13.4387561798095,12.92474698543543
-223,636,151,12.5820064306259,12.5820064306259
