
X,Y,Z,AUGT,grade_kriging
17,764,167,10.4271825790405,19.07904555320738
537,684,159,27.4663996696472,27.4663996696472
633,-1004,-809,10.087545132637,11.72615915536876
329,-28,-337,15.6699147224426,18.07023531436916
305,276,-369,14.728680562973,14.728680562973
-311,-228,415,10.5996117591857,10.5996117591857
57,-596,-601,11.6109222888946,11.6109222888946
9,-348,-329,17.7299887418746,17.692328066825798
17,372,151,18.1633736610412,24.71436156272884
-103,244,207,21.548708152771,22.308075065612783
497,604,135,12.5765331745147,15.358423247337281
289,556,271,14.5499568462371,13.82214859962455
73,748,151,25.6865481853485,19.5813542461395
201,12,-281,14.6873268127441,14.4191963768005
185,12,-257,13.1237326145172,15.67124442577358
249,-1276,-809,27.7825003623962,21.605524640083278
-471,-308,375,10.9437037467956,15.24126355648037
-15,-108,31,16.6544909954071,16.6544909954071
209,-436,-449,12.3338150024414,13.47256629943846
-87,-1004,519,10.8955075502395,11.31788392305367
17,244,199,12.9663691997528,18.868710598945576
1,244,439,10.6883462667465,10.6883462667465
457,-524,79,13.2871008396148,14.23613050460809
401,724,159,23.6936988353729,23.878033428192097
41,292,167,19.8118202686309,19.8118202686309
-191,804,143,13.5523580789566,14.385391981601709
425,-956,-897,10.7224545240402,12.74926428914067
-631,-252,367,10.8584564685821,11.53123062849041
17,-196,-89,13.0204066514968,12.594926819801259
97,260,143,28.6939160823822,26.82915689150492
737,-1012,-977,10.3131671190261,12.319151349067617
-239,-108,159,11.2068406105041,18.24262504577632
137,188,-145,14.7700833797454,14.7700833797454
-71,548,183,20.110242986679,18.18312084197991
361,-740,-697,11.1137041330337,13.75659990310664
-15,396,183,31.4547502994537,31.4547502994537
369,12,-305,10.9885949611663,13.46941716194146
-583,556,495,19.8254210472106,20.60858383178704
-223,-1044,543,17.8876418828964,17.95583503246304
-55,540,143,13.728895998001,13.728895998001
-31,956,151,31.2453459739685,25.40645999908446
-223,-100,191,13.0356172800064,13.0356172800064
-127,500,143,38.4209050655365,29.676473150253262
-55,516,159,24.4609874248504,26.68169502735133
-279,-132,567,25.8361917972564,25.8361917972564
593,-1348,-481,11.8709971666336,23.12259829998016
-15,708,159,17.1098507165908,16.3438925313949
-351,388,207,22.7898440361022,22.55119572353356
-87,284,143,36.9626660823822,34.02736805915832
-79,444,183,30.1902517318725,24.74202516555782
-399,692,519,18.1348029136657,19.049959840774473
337,212,-353,12.3079405784606,13.46594430208199
-279,-1140,415,23.2827104568481,20.55969427824016
409,260,-153,20.9688514232635,20.75612412452694
393,-828,-721,25.924205493927,19.427787914276088
-303,-236,495,17.0035527229309,17.0035527229309
441,-836,-353,14.0552364110946,15.012508904933881
1,-1028,511,19.554729104042,17.36274545669551
105,252,231,40.0,32.182687021891255
-311,-1020,535,14.1034699916839,14.103469991683902
-191,-36,263,15.5436898708343,20.66225616455074
225,-236,-49,11.635232424736,11.56683401346205
225,284,-161,10.3049005746841,10.3049005746841
-87,-1116,399,11.3450937747955,12.247120494842498
-231,220,-201,16.4611104011535,16.4611104011535
401,-1076,-873,12.7075817346572,11.91613943815223
1,76,103,13.313673877716,13.313673877716
761,-1468,-745,12.6133435964584,12.980844998359629
-295,620,159,27.5260879516601,21.53230310440058
-127,116,191,13.4812326192855,14.24362401723855
-311,444,-17,13.5484958410263,13.5484958410263
289,-636,-705,33.3577331066131,33.3577331066131
-223,-68,159,32.2583084106445,22.110175442695578
-575,260,471,11.9245579719543,13.393147659301722
-159,436,159,13.3276438236236,15.94693204402918
449,-884,-713,16.0564235687255,16.0564235687255
345,396,-249,24.2115331172943,24.2115331172943
153,620,143,34.2629968166351,22.834808710098237
313,-1316,-817,14.8047383785247,16.574497809410026
-295,324,175,16.5381822586059,16.622293179035132
81,796,151,24.6284935951232,22.480384149551313
-127,252,-137,13.7842150211334,13.7842150211334
-135,708,159,22.1747925758361,23.16802506327624
-127,308,191,39.6620292663574,30.309041574266196
-71,-1060,495,15.1494740724563,15.1494740724563
-191,868,151,27.9711004734039,23.73727142143246
89,-484,-457,39.8621086120605,33.09466213226314
-287,300,191,37.3779022216796,30.992731781005794
-167,372,135,19.9169745445251,19.84472518062587
-111,12,151,19.839383983612,19.43950945758814
-471,612,495,21.0933682918548,18.36819914340966
345,636,151,20.5625921249389,22.524508932828848
49,564,183,40.0,27.698192691802934
-663,-1132,399,10.2062955141067,10.18318832635876
-287,-28,127,17.8217174768447,16.7811102485656
169,-332,-457,11.2936708688736,11.2936708688736
-311,420,247,13.913618683815,14.468700547218301
361,-1276,-801,11.2514000415802,11.088798656463599
641,-1124,-985,18.0295212984085,18.0295212984085
-519,564,551,12.4381281375885,14.865747952461241
609,-1028,-945,13.9215172290802,13.921517229080198
-775,-1204,359,13.5979397296905,13.5979397296905
17,-100,-9,29.8686252117157,24.296417303085303
-47,316,183,10.3827469825744,12.41764238834374
-423,524,495,36.9949308395385,25.61665982564286
-287,92,151,14.5919064044952,17.026076602935753
-71,20,319,34.5416013240814,21.084241447448697
561,-924,-793,13.4120067358016,13.4120067358016
-303,884,199,25.603071975708,25.603071975708
17,60,311,11.6219996452331,11.6219996452331
601,-980,-777,15.3304162979126,15.330416297912599
-63,28,63,19.293408870697,19.293408870697
-663,-1404,407,15.2576938390731,16.31333879470818
257,-12,-361,26.4374952793121,24.668137960433917
297,756,487,26.4310114860534,26.4310114860534
417,-1252,-881,11.6422360897064,11.6422360897064
-287,636,159,17.8268449306488,15.933998570442181
361,-716,-849,17.9453803539276,17.088987622261023
-111,460,167,28.8347370624542,27.529278262456224
417,-876,-969,26.1058708667755,20.729908571243236
-71,204,191,38.9632679462432,33.411496019363334
641,-820,-801,11.8138428211212,11.8138428211212
289,-1084,-977,10.6675350427627,10.6675350427627
105,-204,-89,28.2282769203186,28.2282769203186
-127,-44,175,24.1231455802917,26.377747650146436
65,604,191,11.947012925148,14.420294941663709
-71,236,159,19.4039487838745,19.4039487838745
73,500,135,10.5558852910995,19.51277580738064
-303,-1140,399,22.2169921398162,22.03544032096857
-247,916,295,10.1972100257873,10.801103520393319
113,-236,-369,17.7240668773651,17.40749304294583
-863,-1220,375,22.9762735366821,19.09084079980848
-47,-60,-113,17.6513993263244,17.10608392477031
-239,-4,167,27.3306792736053,27.869953172683665
177,644,151,20.80847158432,20.80847158432
-215,900,167,11.5670871734619,13.7179499530792
-167,404,215,12.8182209491729,12.8182209491729
1,-476,-289,12.1713019371032,12.1713019371032
233,-1300,-809,12.3846759796142,15.790383542776055
-871,-1116,383,10.1028807640075,13.623584989547656
-55,-116,55,21.9891271114349,21.9891271114349
-127,276,207,27.9948813915252,28.13613135337821
33,996,199,16.63761677742,19.8513024806976
-247,364,199,23.9117482185363,27.996999849319405
-47,836,143,26.9836806774139,21.32707332928971
1,388,255,13.575053691864,14.67888199329375
-271,708,199,29.9832820415496,22.25572597026818
-119,20,255,11.5177262306213,11.09028373718258
-23,84,255,12.8590559959411,12.8590559959411
-503,380,191,20.3047918319702,20.3047918319702
113,196,63,16.6197997808456,15.59444255113598
-111,132,159,23.77408618927,21.18921090602872
-159,356,199,13.7897887468338,15.322127439975718
-87,-20,191,11.2813820362091,11.2813820362091
-263,-1052,519,34.2885838508606,28.22695118904112
-439,524,519,40.0,33.191129407882656
145,284,-89,23.8695252895355,23.8695252895355
329,764,463,38.6961660385131,29.913418760299617
-95,-364,151,12.1173509359359,12.1173509359359
-343,428,215,38.3416298866272,29.13442008972168
609,-996,-921,11.8922044277191,11.739123120307902
625,-852,-825,14.6793651819229,18.6217411613464
57,260,167,25.0026189804077,26.77511001586911
-215,92,159,24.0251853942871,23.58165660977361
361,-724,-905,14.3862486600875,14.3862486600875
-199,276,-209,12.8278718709945,12.277554135322514
345,-1060,-905,11.1747966527938,12.77199010133737
-583,292,543,12.4029474258422,12.4029474258422
33,396,399,18.0060593128204,18.0060593128204
-119,196,-161,20.2567510128021,21.496931033134437
617,-1028,-913,10.3495359420776,11.89778726577756
-247,388,223,11.6510353565216,13.281354960441558
-127,220,231,15.6503698825836,16.24393907546994
121,-348,-281,40.0,37.19922915140786
609,-1196,-985,16.8086300373077,15.117472405433602
-503,500,255,23.8905094146728,20.813660020828188
-87,268,215,20.4176775932312,21.976692013740532
-15,788,143,15.586746931076,15.519110569953861
25,-876,-881,11.3983870506286,11.3983870506286
-511,204,191,22.2691335201263,22.2691335201263
9,-1156,375,24.6663519382476,25.600219340324344
-519,380,151,14.4275778770446,14.46936925411218
105,396,159,27.1801758289337,19.629485877354927
-215,460,167,12.5548621177673,16.71964190244671
-55,788,151,30.3060908317565,30.00209882736198
57,508,167,22.416251373291,28.95100441614784
-519,708,527,16.6215042591095,15.18099798321722
-511,-364,375,13.5555462360382,12.57700024127959
-239,524,191,29.3877730846405,22.145520877838102
137,92,119,15.9294206619262,15.15510819673531
-15,52,279,19.6153274536132,24.404164335727646
-271,-84,143,13.8707847595214,13.8707847595214
-271,-84,327,34.5372344017028,26.59257172584528
-79,332,287,10.8819523334503,10.68880468845364
201,-868,-721,10.2310542583465,10.2310542583465
97,-684,-545,14.375730895996,18.23320796966545
393,-868,-913,11.8256550073623,11.8256550073623
-367,428,159,14.0304496288299,14.267778331756535
137,412,119,11.8798419952392,12.242567119598341
-191,244,-129,12.1957721233367,14.94991436481467
-167,396,191,11.7126839637756,11.7126839637756
697,-964,-937,14.4189234733581,14.4189234733581
433,-924,-705,17.5407823085784,17.5407823085784
-71,-140,167,18.6404056072235,18.725386407375318
-167,676,183,15.5009295463562,17.00407469749448
-79,-124,55,15.1371805667877,13.649554111957531
409,780,151,18.3214053153991,15.9846424865722
313,524,-121,12.650742816925,12.650742816925
593,-348,-849,31.6138030052185,29.334255504608123
385,44,-337,17.0240835666656,17.86417849540706
49,-620,-433,10.7187757015228,16.906508095264407
417,516,111,16.0500869750976,15.23774828910822
-375,428,135,12.8600104570388,12.8600104570388
-55,580,-57,21.4162191390991,20.40610653400418
329,644,143,16.9385699272155,19.78353363990777
-103,460,167,40.0,40.0
-31,-324,-121,11.494817996025,11.494817996025
185,-404,-337,11.4952794551849,11.4952794551849
217,572,127,11.5671584367752,11.5671584367752
377,-1004,-761,22.4330087661743,20.03376062870024
-95,196,335,12.9793449640274,12.9793449640274
-47,-612,-713,15.2355075836181,15.2355075836181
41,444,199,37.871249961853,33.02726806640623
-95,-1156,359,18.8850595712661,20.34165575981134
385,316,-345,15.2377482891082,13.73588202238075
-63,220,143,17.380061340332,17.380061340332
-303,404,119,14.7195915699005,14.719591569900501
-207,612,127,10.7553431272506,11.17754110813134
113,-308,-265,10.753242611885,12.324174828529301
65,452,-97,10.3911093235015,10.3911093235015
1,820,199,19.9686416149139,21.765494189262334
-79,468,151,40.0,37.838777328491176
-263,-60,215,18.9428985118866,18.9428985118866
-7,516,-209,14.801018667221,13.47559534072871
-63,548,191,18.0920741319656,21.12282515764232
-55,116,231,19.671996974945,20.33005012035365
-127,1092,271,10.5794512510299,10.5794512510299
-111,492,191,31.4309506893158,24.78016077359515
-247,524,167,34.5378325462341,31.838090068817106
281,-660,-705,29.3133368015289,22.02412931442258
-151,876,151,11.8780907869339,14.90585097312924
-247,676,111,11.4247030735015,14.19207856178275
129,-276,-217,11.6993098258972,13.757780303955041
-303,388,287,22.7853345870971,24.4851057338714
113,524,167,24.5909927368164,23.74200391197202
145,740,215,11.3183583498001,12.53529800176618
145,412,-9,11.9879227399826,11.835176486968987
193,-820,-777,16.6534792900085,15.31794720411296
-559,732,487,11.0801437854766,12.26682865619653
-111,460,511,15.9672649860382,16.139102029800373
657,-1284,-657,13.9163652420043,13.9163652420043
-311,-12,191,13.4942948341369,14.028369908332781
49,276,175,21.4898773670196,19.16148482322688
-351,28,135,24.2862661361694,20.956947646141007
641,-820,-921,15.8378952026367,15.837895202636698
-599,-300,415,10.4678166866302,10.4678166866302
49,1004,199,29.3311619758606,23.46124008814492
225,676,199,13.1905589103698,13.1905589103698
385,-1108,-913,15.4637242555618,15.923404870033242
537,-1036,-969,18.3835632801055,17.398906573057104
457,292,-145,18.0256170034408,16.68375077724451
-327,372,175,24.5221453666687,28.123475260734544
497,-1460,-769,22.3905802249908,20.1539640808105
473,-236,-729,12.903921508789,12.903921508789
25,332,175,22.3532756328582,27.29242839813226
-519,660,535,21.396424293518,23.246525983810372
-391,772,247,16.7474674224853,17.911128168106032
-255,588,223,10.0276781082153,12.0229396629333
-39,-100,119,17.2552839517593,16.462521064281418
-207,548,191,10.0999554634094,13.13372746944424
-391,436,135,10.9837116718292,11.081195328235609
265,108,-377,15.5020674228668,15.502067422866801
353,-756,-657,11.9518272876739,11.9518272876739
65,-1172,-969,11.7108451366424,11.7108451366424
153,-1068,-889,16.9793115139007,16.39120798349375
297,-1044,-865,10.8578781843185,10.9164934277534
369,708,487,19.4483399868011,20.64025885581965
-519,612,495,31.4823490619659,24.20688768386836
-47,660,-33,10.9954584360122,11.259493918418809
161,-292,-481,10.2209231853485,12.51647408962246
-79,76,271,10.3878709316253,10.89204088211055
-343,-84,191,14.4765673160553,14.4765673160553
-447,684,239,18.0097953796386,18.0097953796386
-215,-12,223,10.9557974815368,15.557416353225658
-359,484,255,10.4352435111999,11.80718893051143
441,-764,-345,12.0872988462448,12.0872988462448
-543,324,247,16.4913727760314,16.4913727760314
-191,260,143,10.8809453010559,10.8809453010559
521,-332,-793,14.0264834165573,18.491471823453875
209,868,487,20.1354772090911,20.1354772090911
-159,796,143,18.2938194036483,17.422924938201838
-55,380,215,18.9775044441223,19.120692113876295
-295,372,263,21.4807486534118,21.641452798843343
-255,676,327,14.711343717575,14.711343717575
-79,452,207,15.879076051712,20.54516766071315
-455,756,463,10.2344538688659,10.2344538688659
-295,324,151,17.4911071062088,19.860434991121274
-7,-244,-105,17.3610001564025,17.3610001564025
-79,492,255,12.0386096477508,13.42679749488825
-287,668,159,12.6293603181839,12.27002989768982
625,-1148,-937,10.379315829277,17.14915068149562
