,X,Y,Z,AUGT
2604955,-183.0,652.0,143.0,20.04645881652832
2261439,121.0,836.0,159.0,13.590126466751098
1725615,-7.0,20.0,255.0,19.26330771446228
3089084,177.0,12.0,-265.0,13.625277972221374
3128664,-815.0,-1428.0,367.0,10.898374438285828
328706,105.0,612.0,431.0,10.153453183174133
2803621,-79.0,20.0,319.0,12.013113737106323
996471,729.0,-1444.0,-737.0,15.089039278030395
3006481,-103.0,468.0,143.0,16.726483297348025
3266001,-207.0,764.0,271.0,14.8157292842865
199879,441.0,612.0,151.0,40.0
2942389,-599.0,-1468.0,367.0,18.449877882003783
3095514,457.0,196.0,-297.0,18.507921266555787
1070976,-159.0,676.0,127.0,12.717152047157288
2727906,-343.0,652.0,519.0,13.55701005458832
149547,417.0,-52.0,-369.0,12.960415792465213
675784,-39.0,-516.0,-153.0,10.698317289352415
1266729,-871.0,-460.0,359.0,10.315243101119997
2063266,-63.0,-884.0,-641.0,12.242657542228699
1072029,273.0,-1212.0,-977.0,10.183915328979491
1111300,-167.0,124.0,383.0,18.329914855957032
3283638,521.0,-284.0,-793.0,14.782497215270993
922031,-727.0,-180.0,367.0,11.376977682113647
2845523,-71.0,524.0,-49.0,18.485344815254205
379519,57.0,268.0,143.0,40.0
2983633,-719.0,-508.0,375.0,15.30057215690613
2637253,697.0,-972.0,-977.0,16.93908863067627
2959665,-247.0,300.0,-217.0,16.89223825931549
2871651,425.0,556.0,95.0,20.145414352416992
1991921,329.0,556.0,79.0,17.929700088500983
299476,-343.0,-28.0,599.0,10.184384965896607
346911,-359.0,676.0,535.0,27.52099671363831
2605596,185.0,20.0,-265.0,25.359746313095087
3361028,-279.0,484.0,183.0,16.303751659393313
3588540,-271.0,372.0,167.0,40.0
1500850,-95.0,628.0,159.0,20.90520510673523
878130,-479.0,324.0,159.0,38.178387832641604
177759,-271.0,-1012.0,519.0,13.273243045806884
3499365,-215.0,340.0,47.0,10.342450499534607
2505275,201.0,-28.0,-361.0,21.274440193176268
1508716,321.0,660.0,183.0,11.8327871799469
2826177,-159.0,476.0,287.0,11.06494600772858
2354893,297.0,412.0,-81.0,10.208070087432864
3163043,-343.0,804.0,495.0,22.41056432723999
1207840,449.0,-684.0,-641.0,13.497412896156314
1604064,481.0,-1028.0,-921.0,30.197518253326415
1731633,9.0,636.0,151.0,17.014510917663575
493627,-255.0,588.0,183.0,23.50076217651368
1010287,-31.0,-1020.0,527.0,21.979306793212885
3313623,329.0,724.0,159.0,19.346024560928345
1069399,657.0,-284.0,-849.0,11.727602529525758
2866589,73.0,244.0,167.0,23.576397085189818
2657060,-135.0,-100.0,159.0,40.0
2002294,-79.0,-204.0,-121.0,11.849004840850833
548613,-199.0,676.0,519.0,11.537148404121401
384861,-255.0,316.0,207.0,23.99995818138123
1401346,-167.0,-300.0,-137.0,10.8494562625885
1933055,-223.0,60.0,287.0,14.876853346824648
444836,-247.0,724.0,215.0,24.118009948730467
1770865,-335.0,628.0,191.0,21.3925971031189
2838220,-31.0,124.0,247.0,10.38802046775818
1444364,305.0,220.0,-97.0,15.550458717346194
2474767,489.0,140.0,-377.0,18.996557450294496
991498,281.0,492.0,-129.0,10.703069734573363
3277865,233.0,-20.0,-353.0,14.992899227142336
839726,585.0,500.0,79.0,10.298739218711852
2936775,393.0,300.0,-369.0,21.9946225643158
3408230,-23.0,188.0,439.0,21.34375720024109
508055,-423.0,612.0,495.0,14.239638996124267
3409857,-375.0,788.0,495.0,21.745792102813727
1307257,-263.0,-1028.0,527.0,19.99784555435181
615068,193.0,-452.0,-497.0,11.301121973991394
421201,-7.0,-612.0,-745.0,10.487571811676029
1015025,17.0,324.0,279.0,13.181075048446655
2068546,353.0,724.0,167.0,16.63149747848511
962792,-87.0,-564.0,-145.0,10.263745427131653
2310897,153.0,732.0,167.0,27.470098352432252
856558,-335.0,292.0,143.0,14.86933331489563
2201732,489.0,-636.0,-729.0,11.351384806632993
2733811,-15.0,588.0,135.0,12.660799121856689
2069377,-95.0,188.0,-233.0,24.511862421035772
2778131,-71.0,164.0,223.0,35.30657677650452
772933,57.0,380.0,167.0,22.92418823242188
3191757,-47.0,668.0,-33.0,11.875576710700992
1122843,409.0,-828.0,-737.0,11.829129385948182
1557714,-151.0,668.0,143.0,22.83276324272156
2775282,561.0,-1004.0,-761.0,25.034101009368896
2569341,-215.0,380.0,111.0,23.244352102279663
114885,-111.0,204.0,511.0,12.048084163665774
1210609,-255.0,356.0,175.0,29.777553033828735
1871983,-151.0,564.0,135.0,10.92313084602356
3483547,145.0,-108.0,-105.0,22.66558184623718
2651306,73.0,-1028.0,-993.0,18.38014965057373
1992790,449.0,612.0,135.0,13.750037837028506
1136987,81.0,876.0,143.0,17.024684047698976
308616,-311.0,436.0,255.0,27.656635332107548
579844,729.0,-196.0,-977.0,15.887329745292664
588728,57.0,-252.0,-41.0,12.297339868545532
2817553,-247.0,-116.0,287.0,40.0
3026509,577.0,-1140.0,-913.0,17.557787370681766
3182585,-71.0,316.0,223.0,40.0
2007793,-799.0,-1164.0,375.0,10.978800344467164
1759540,329.0,-756.0,-641.0,15.58923180103302
1437184,457.0,-692.0,-705.0,18.228892683982853
253770,217.0,-652.0,-497.0,16.67337694168091
3250798,-199.0,-300.0,231.0,12.176613974571225
1740669,377.0,-980.0,-753.0,14.745704317092896
1654103,-383.0,308.0,151.0,14.10488123893738
2776222,-63.0,260.0,159.0,18.270539665222174
3601141,-7.0,-1148.0,375.0,26.780264806747443
140178,-527.0,692.0,479.0,17.16466155052185
2618093,-63.0,-20.0,159.0,14.438737010955814
2203400,577.0,-972.0,-801.0,14.317514610290527
1005352,-279.0,-1020.0,535.0,19.03690416812897
3640211,-239.0,284.0,151.0,20.030437421798712
1531776,257.0,52.0,-345.0,15.119652128219604
1291834,-407.0,348.0,143.0,20.701333618164067
1580363,-191.0,540.0,167.0,19.412734031677246
658832,-127.0,-1108.0,415.0,24.548117923736573
1364787,-543.0,348.0,191.0,18.068885517120364
1620864,377.0,556.0,151.0,16.699599504470825
1666057,-31.0,708.0,111.0,16.08930516242981
2171284,-535.0,852.0,575.0,23.035576295852668
3394664,-31.0,420.0,215.0,13.735668349266053
1902566,-831.0,-1212.0,191.0,21.43660979270935
2557938,-207.0,-1028.0,375.0,11.960905766487125
1101392,-623.0,-1476.0,359.0,16.485688066482545
261593,-79.0,-1140.0,391.0,21.14716858863831
1978598,81.0,644.0,175.0,13.380427742004395
286000,193.0,-356.0,-337.0,16.583547782897956
744866,521.0,-292.0,-801.0,11.510902476310733
2113119,225.0,708.0,183.0,12.482978463172914
715082,289.0,748.0,495.0,24.107937288284308
3290350,-95.0,276.0,23.0,10.25487723350525
2282357,-223.0,-60.0,271.0,33.538440513610844
1325322,625.0,-1028.0,-809.0,18.030157995224
1458616,-127.0,236.0,175.0,34.26220941543579
540946,-63.0,356.0,239.0,28.236211681365965
2081937,-191.0,268.0,-129.0,14.396658945083619
1244863,-135.0,196.0,-201.0,10.198102569580081
1387296,409.0,660.0,231.0,12.071733069419864
1195191,17.0,-44.0,151.0,17.874574995040895
3392483,481.0,-556.0,-697.0,10.049705481529235
2165976,-103.0,500.0,199.0,22.49966917037964
82272,-183.0,1156.0,559.0,11.058633947372437
1196375,-71.0,492.0,247.0,10.017321562767028
73157,-7.0,-1132.0,407.0,27.161056232452392
2010264,49.0,-596.0,-441.0,40.0
389297,193.0,-1172.0,-873.0,12.44664001464844
121859,-191.0,388.0,199.0,30.0331383228302
477779,-231.0,-228.0,223.0,11.518147969245913
1430227,-7.0,-604.0,-457.0,21.955142688751227
220025,-15.0,116.0,383.0,36.84176144599915
2381590,-367.0,636.0,215.0,13.162715983390811
3268693,-559.0,228.0,479.0,12.70451741218567
932607,65.0,580.0,367.0,13.047313809394838
765050,-183.0,396.0,207.0,40.0
3489214,-159.0,436.0,575.0,29.974842596054078
1992652,465.0,388.0,-153.0,19.11867356300354
2647659,-183.0,404.0,223.0,13.886773443222046
3531487,-367.0,796.0,487.0,16.15492582321167
3092701,-15.0,468.0,215.0,26.482059383392333
430955,137.0,332.0,143.0,24.560685968399053
2227887,241.0,740.0,143.0,11.095772647857666
1032843,-159.0,188.0,-121.0,18.004406237602232
1606525,-119.0,-148.0,175.0,10.532804155349732
3251347,329.0,612.0,151.0,31.837156248092647
2457640,433.0,260.0,-225.0,13.24821093082428
3591730,-279.0,708.0,207.0,25.774695062637328
2800534,177.0,-420.0,-449.0,28.665920114517213
2545300,65.0,468.0,199.0,16.149201393127438
3492165,-79.0,276.0,-209.0,17.961644744873052
2900719,-263.0,540.0,199.0,14.851293182373047
3383382,57.0,996.0,159.0,16.096599721908568
2565924,-135.0,164.0,215.0,40.0
2800988,-15.0,28.0,271.0,23.992581844329834
2592714,-303.0,396.0,287.0,16.84940550327301
2273158,73.0,-308.0,-145.0,15.424705839157104
996628,-31.0,372.0,191.0,40.0
2774556,433.0,452.0,-137.0,17.12326340675354
55682,321.0,772.0,151.0,12.689376878738404
429668,-239.0,492.0,287.0,26.50080513954163
3455216,793.0,-1436.0,-577.0,12.387830257415773
1605301,-119.0,-36.0,223.0,14.455254912376404
2909872,-79.0,84.0,215.0,10.934676671028138
2033525,-31.0,-1180.0,367.0,28.46641554832459
2819128,33.0,540.0,191.0,25.980295562744146
2403335,9.0,412.0,167.0,22.32429599761963
971078,241.0,-492.0,-441.0,10.148588585853577
2150206,-87.0,236.0,-217.0,19.77847604751587
1776133,601.0,-940.0,-785.0,11.662544965744019
1315542,329.0,-1260.0,-857.0,13.316872549057006
2854146,-391.0,-84.0,183.0,15.663530230522158
1279582,417.0,-1300.0,-553.0,16.384780383110048
336032,713.0,-172.0,-937.0,23.07934365272522
3527107,-223.0,4.0,199.0,12.595763754844668
475910,-463.0,372.0,255.0,20.323705816268927
1762508,49.0,452.0,215.0,17.740591788291933
1867848,161.0,36.0,-225.0,11.811926889419556
2189617,-55.0,1116.0,551.0,24.35191717147827
605320,-503.0,852.0,255.0,10.216983842849732
3258928,-255.0,404.0,255.0,25.995010852813724
3177292,-199.0,380.0,167.0,25.91198325157166
1760380,57.0,44.0,175.0,25.537173271179203
942356,433.0,708.0,223.0,19.790097808837885
3162459,-927.0,-1092.0,359.0,15.426215219497681
181463,105.0,-188.0,-57.0,10.039580249786377
1078519,1.0,-1116.0,391.0,22.798869943618776
3294605,353.0,780.0,183.0,11.8360746383667
1914796,-55.0,76.0,191.0,21.53362369537353
1286886,-191.0,-1140.0,367.0,17.487128043174742
3601690,673.0,-996.0,-817.0,14.64145076274872
2992877,409.0,-1012.0,-761.0,12.083748531341556
2183687,601.0,-1156.0,-929.0,16.031683516502387
469379,505.0,-1292.0,-921.0,16.208986639976498
2014341,-207.0,28.0,247.0,12.164281916618346
2091414,-415.0,812.0,167.0,15.571569013595582
2271010,33.0,564.0,151.0,32.79243278503418
2239343,-23.0,516.0,151.0,25.703142023086553
910426,617.0,-1076.0,-929.0,15.416722011566165
1989080,113.0,-540.0,-449.0,24.591224050521852
1913286,-15.0,564.0,-33.0,12.52950406074524
313214,65.0,564.0,151.0,40.0
91367,401.0,-1004.0,-761.0,13.40182309150696
2611512,105.0,540.0,143.0,18.987424063682557
1766855,-511.0,548.0,495.0,12.54076600074768
817258,-223.0,-180.0,-9.0,10.06441843509674
488858,-183.0,644.0,135.0,19.535745024681088
1887542,673.0,-132.0,-817.0,17.938310098648074
352543,-23.0,60.0,247.0,23.11275796890259
3180880,-15.0,-324.0,-121.0,13.530403137207033
2966751,129.0,-356.0,-321.0,17.891516971588135
234073,393.0,132.0,-209.0,10.985511946678162
3149774,17.0,-1004.0,543.0,24.819147491455077
2813935,113.0,-540.0,-465.0,10.343298649787904
445689,137.0,388.0,-89.0,14.086693906784058
1958291,-231.0,196.0,135.0,16.766537952423096
2787717,-63.0,1132.0,551.0,40.0
1747946,649.0,-52.0,-753.0,17.191206550598146
2803705,-63.0,260.0,183.0,23.851901054382324
2008016,305.0,68.0,-113.0,13.739084315299987
222965,-55.0,60.0,159.0,25.021953535079962
3706180,73.0,188.0,-89.0,33.962503957748424
1930975,-127.0,1148.0,543.0,37.33923544883729
2084297,-295.0,348.0,223.0,27.182075405120848
2022884,-231.0,68.0,231.0,16.193246793746948
3025605,-391.0,652.0,495.0,21.78154993057251
12549,641.0,580.0,95.0,10.841327571868897
2309230,-31.0,916.0,159.0,13.081516695022586
3390739,-207.0,700.0,199.0,21.90476303100586
334638,-55.0,388.0,183.0,13.683663654327393
1096827,145.0,-516.0,-433.0,10.594802069664002
2253081,441.0,-1132.0,-321.0,16.309141969680788
1069462,433.0,-892.0,-737.0,28.870244884490965
3576516,-247.0,-1004.0,535.0,22.641971492767333
3350487,361.0,-740.0,-913.0,19.274247217178345
3349409,553.0,-1324.0,-553.0,21.88082089424133
70696,313.0,668.0,183.0,17.89481143951416
499701,161.0,476.0,159.0,11.960652256011965
2779471,-23.0,196.0,207.0,11.917696833610535
1003519,297.0,396.0,-89.0,12.984460735321045
2486255,-503.0,836.0,559.0,12.006763124465945
1545685,593.0,-1060.0,-345.0,10.212146115303039
2682041,89.0,-468.0,-425.0,15.147776603698732
123526,177.0,-436.0,-281.0,10.20748245716095
716047,-223.0,76.0,207.0,11.128325963020325
70834,521.0,-1348.0,-769.0,12.595559310913089
536028,593.0,-1028.0,-777.0,11.982616543769836
630483,-287.0,460.0,-41.0,14.246201062202456
856982,657.0,-980.0,-913.0,19.470009875297553
235912,-127.0,252.0,231.0,10.07737901210785
1058054,193.0,764.0,151.0,19.70393228530884
3340608,-191.0,300.0,223.0,18.743911480903627
835941,-63.0,52.0,327.0,17.572467613220216
2075530,505.0,-1004.0,-945.0,16.24326663017273
1405099,305.0,-804.0,-753.0,13.294340491294866
3252755,-135.0,-12.0,231.0,21.622396755218507
775640,-47.0,556.0,151.0,22.05587162971497
1085918,-39.0,412.0,135.0,15.930711579322814
2302174,-23.0,-852.0,-873.0,11.674608325958252
3510587,361.0,-1140.0,-873.0,13.195914173126221
3379353,465.0,700.0,199.0,29.358139228820807
2698632,121.0,268.0,223.0,40.0
1162767,169.0,-484.0,-345.0,10.040020680427553
3405177,-71.0,-1188.0,279.0,12.1376948595047
715303,249.0,716.0,143.0,15.070417356491088
2983875,-63.0,172.0,191.0,22.56116590499878
3150929,-415.0,268.0,143.0,14.043523526191715
860751,-63.0,284.0,183.0,18.472932147979733
2992669,-151.0,68.0,343.0,22.041182041168213
3086264,129.0,780.0,471.0,11.913232946395874
405876,1.0,-412.0,-441.0,14.33037705421448
291568,-159.0,-700.0,503.0,11.358573055267337
1009388,1.0,436.0,175.0,11.162873482704166
800114,-183.0,468.0,-49.0,21.36383709907532
283024,-103.0,460.0,143.0,18.58696279525757
2490088,425.0,-532.0,-649.0,15.831820297241213
3434171,-295.0,716.0,167.0,21.854612350463867
3505322,-255.0,220.0,503.0,13.551648950576785
1086282,-207.0,12.0,247.0,19.05860443115235
199144,-431.0,396.0,143.0,12.216577506065368
1068300,-79.0,12.0,183.0,25.71041789054871
3058853,-231.0,-20.0,-17.0,14.246351766586304
279748,41.0,180.0,-33.0,16.980804538726808
2383434,-207.0,732.0,111.0,21.18373250961304
3601297,-63.0,292.0,239.0,14.292224311828615
3668815,-583.0,676.0,511.0,16.681764984130858
354422,441.0,-1060.0,-921.0,10.393403768539427
2484231,65.0,956.0,199.0,25.51742515563965
2936258,89.0,-660.0,-673.0,17.69687933921814
2165162,-55.0,220.0,215.0,19.304683661460878
2582044,465.0,652.0,151.0,19.6098717212677
253067,-63.0,-476.0,-273.0,10.314156627655029
72930,-31.0,644.0,151.0,25.940383434295654
2833051,-31.0,380.0,423.0,10.290990209579471
3411611,-247.0,28.0,135.0,22.433691024780273
464580,505.0,-1356.0,-497.0,10.521866989135745
1913595,-455.0,364.0,135.0,10.441437578201297
703337,129.0,76.0,159.0,18.076903223991394
243277,177.0,332.0,71.0,14.481242656707765
139284,313.0,-1332.0,-809.0,19.96738224029541
1449079,-7.0,236.0,295.0,15.06207253932953
2076058,-87.0,796.0,159.0,23.301287984848024
333963,89.0,964.0,191.0,24.899177360534672
3702623,-135.0,-28.0,143.0,14.27119462490082
2848693,417.0,-628.0,-697.0,11.16676025390625
3113112,-639.0,-1236.0,399.0,11.58433289527893
89909,521.0,-1308.0,-553.0,16.91770262718201
1841684,465.0,-1340.0,-553.0,17.75840177536011
639414,281.0,692.0,183.0,16.579757976531983
3478204,-439.0,748.0,471.0,14.166807889938354
1639052,273.0,164.0,-41.0,14.574152493476868
1851691,-47.0,564.0,-57.0,24.689899206161503
295654,-159.0,-836.0,375.0,13.351737833023071
1071961,-231.0,-44.0,231.0,13.365916895866395
40156,625.0,-1084.0,-345.0,20.615130710601807
2625766,9.0,4.0,159.0,33.149321794509895
2708399,393.0,-780.0,-969.0,11.881788301467896
1679748,441.0,-596.0,-737.0,14.025726389884948
2567566,-767.0,-276.0,407.0,12.536581325531008
1204213,-207.0,-28.0,255.0,40.0
3234268,-359.0,668.0,199.0,13.630218505859375
1905890,-375.0,620.0,519.0,12.061198949813845
2720904,-783.0,-524.0,359.0,13.789844822883609
1092326,-287.0,52.0,191.0,14.486307024955751
1109835,-255.0,572.0,111.0,17.909344482421876
992375,-7.0,556.0,167.0,11.369250869750976
805704,673.0,-1324.0,-497.0,24.464714145660402
1367867,-263.0,60.0,223.0,14.896282529830936
3145952,217.0,492.0,495.0,10.072980546951293
135847,473.0,-1108.0,-889.0,11.990980052947998
1890011,-383.0,244.0,247.0,19.406278276443484
1299241,-279.0,108.0,199.0,14.494523334503176
2994835,161.0,-524.0,-473.0,12.24687843322754
925335,-431.0,844.0,207.0,21.720847606658936
608731,361.0,-972.0,-977.0,20.531752634048463
2102599,353.0,-812.0,-801.0,12.40503158569336
2810997,-391.0,764.0,151.0,21.089482688903807
2407595,41.0,-300.0,-145.0,13.890737318992615
1798947,-303.0,-428.0,279.0,12.96388432979584
1704835,409.0,332.0,-361.0,17.112718772888186
610526,473.0,-788.0,-761.0,11.451883602142336
538251,-143.0,-36.0,167.0,22.661626148223878
1671040,97.0,508.0,143.0,30.286403465271
2477700,489.0,740.0,191.0,21.847845840454106
3290340,121.0,132.0,-145.0,19.685826730728152
772631,153.0,-468.0,-457.0,35.366092157363894
3218231,-159.0,484.0,271.0,27.04380354881287
720573,97.0,-444.0,-441.0,25.67307357788086
833865,489.0,-980.0,-273.0,11.219359588623046
534033,-855.0,-1108.0,359.0,18.337974619865424
2331167,529.0,-956.0,-953.0,34.054814481735235
1416570,-223.0,172.0,215.0,13.196373295784
3471631,-631.0,-1476.0,367.0,18.838137936592105
410793,-111.0,-76.0,287.0,10.30583283901215
1744816,-95.0,100.0,183.0,16.263352370262147
465322,529.0,-1140.0,-889.0,14.301437139511108
1960731,633.0,-300.0,-849.0,38.33608770370483
3320345,201.0,-548.0,-441.0,13.189589262008667
1312679,465.0,-844.0,-737.0,10.982550430297852
3266681,609.0,-916.0,-809.0,16.172989320755008
2905841,385.0,276.0,-353.0,12.283083701133725
1215668,-271.0,44.0,183.0,17.1655424118042
208145,537.0,-940.0,-953.0,27.714811897277837
1686205,-31.0,-980.0,543.0,10.154648303985596
1461327,25.0,-292.0,-313.0,14.187009286880492
78473,-95.0,260.0,167.0,26.63072400093079
3265856,145.0,-412.0,-329.0,12.252565479278564
3235838,257.0,-884.0,-777.0,10.441348791122435
652894,161.0,-1132.0,-993.0,17.659745311737062
1785385,-231.0,76.0,231.0,18.870018339157106
1381294,185.0,-1044.0,519.0,12.577904701232912
3250154,-927.0,-1100.0,375.0,19.36427848339081
1452778,1.0,-1124.0,399.0,18.008367776870728
250782,-615.0,-1300.0,399.0,13.351382684707644
3437398,209.0,-1244.0,-809.0,10.4522602558136
1760552,-255.0,76.0,215.0,15.320612335205078
1810763,-351.0,428.0,151.0,10.582135891914367
400526,-327.0,-156.0,183.0,22.37023162841797
1937373,417.0,-812.0,-737.0,12.427244710922242
3095571,-103.0,-844.0,375.0,10.821941614151001
1707897,-327.0,804.0,463.0,13.669450712203979
2486267,-47.0,188.0,191.0,40.0
2513654,425.0,-868.0,-737.0,20.81627082824707
1632428,-247.0,348.0,191.0,40.0
2079257,65.0,-660.0,-513.0,24.697915744781493
2355236,-119.0,4.0,223.0,23.188163900375372
1352766,-271.0,-44.0,287.0,40.0
727728,145.0,812.0,159.0,11.372367763519287
3156271,-103.0,1148.0,543.0,24.50597677230835
3510876,-135.0,68.0,175.0,27.961168003082282
858783,129.0,-252.0,-113.0,12.793609404563904
8942,-55.0,-596.0,-441.0,15.057670569419864
1008360,-655.0,-1108.0,375.0,21.542661285400392
854509,-767.0,-1444.0,359.0,14.71409845352173
930661,449.0,-556.0,-737.0,18.008930873870852
3565559,1.0,108.0,239.0,39.25308532714844
1479134,-207.0,460.0,-33.0,10.158185768127444
3238606,-71.0,84.0,223.0,18.14976937770844
1308465,577.0,-1012.0,-761.0,21.484407615661627
3560311,-71.0,508.0,175.0,11.45624468326569
3553964,161.0,748.0,223.0,10.744810175895694
266786,-455.0,340.0,191.0,21.169514894485477
3457072,153.0,-516.0,-457.0,17.416751432418824
2078122,25.0,-556.0,-441.0,26.14615917205811
1197596,705.0,-204.0,-937.0,10.241166639328004
939660,689.0,-1404.0,-713.0,11.49811480045319
2140125,97.0,-1068.0,519.0,12.955852603912357
3310150,-39.0,540.0,-33.0,23.770179557800287
1123201,329.0,724.0,471.0,31.785157394409186
3235556,-63.0,660.0,159.0,15.533040094375613
1422988,721.0,-1284.0,-553.0,10.399184274673463
1657787,193.0,-596.0,-801.0,15.885197687149049
2708102,-159.0,140.0,207.0,25.728313159942626
907798,473.0,708.0,215.0,14.010876750946045
338862,-543.0,588.0,527.0,20.576552724838262
3019827,-127.0,-812.0,-673.0,10.788056492805481
3365679,-143.0,180.0,215.0,22.585993576049805
3426167,-175.0,796.0,159.0,19.963157844543463
2671809,-223.0,-44.0,183.0,24.122475004196172
750858,185.0,60.0,-249.0,12.619853091239928
1203821,217.0,-428.0,-449.0,16.552899885177613
2424392,-191.0,-92.0,175.0,25.0972496509552
1604832,-183.0,260.0,-233.0,11.915289068222046
129279,105.0,156.0,55.0,12.205648517608646
3291691,9.0,-628.0,-425.0,22.93228421211243
2353612,-327.0,452.0,223.0,13.069917130470277
1418370,545.0,508.0,-33.0,10.899910688400269
791242,-127.0,564.0,-41.0,23.412014818191533
3277406,33.0,1068.0,191.0,16.098729443550113
1852683,257.0,-788.0,-609.0,27.485002899169928
1546762,-87.0,-1148.0,383.0,26.762294769287113
3382411,129.0,660.0,143.0,24.24643111228943
2532196,1.0,316.0,-225.0,16.14554009437561
457846,225.0,420.0,-81.0,22.953450584411627
2921261,577.0,-988.0,-801.0,19.23705360889435
1370315,-167.0,-220.0,343.0,11.018851494789123
588353,-279.0,292.0,175.0,16.6623334646225
688824,273.0,-676.0,-545.0,22.025779819488527
2508248,-103.0,-828.0,-657.0,15.123112487792971
3011331,369.0,420.0,183.0,18.696952462196354
470568,-79.0,-300.0,-225.0,12.194761586189273
3649935,-295.0,516.0,215.0,31.83970770835877
1045696,-279.0,4.0,143.0,28.558920001983644
653642,-7.0,-1148.0,383.0,16.770734310150143
1414218,-55.0,-532.0,-169.0,11.225054812431335
794528,65.0,108.0,223.0,19.948124790191653
1889367,361.0,-676.0,-641.0,11.026406574249268
2086976,-39.0,-412.0,-313.0,10.288167715072634
1536449,145.0,-1068.0,-889.0,10.792555427551275
641477,-247.0,-44.0,327.0,15.81864242553711
1224623,-31.0,436.0,223.0,34.71291599273682
631016,-135.0,156.0,551.0,16.713065934181216
1014195,-599.0,220.0,487.0,10.045763802528382
3303831,-263.0,140.0,287.0,29.478861618041996
1400154,-359.0,476.0,199.0,15.582293558120728
1185465,585.0,-396.0,-849.0,19.051855444908146
2821628,-263.0,340.0,175.0,26.90943131446839
1278219,-95.0,-60.0,135.0,11.596209335327151
1618645,569.0,-980.0,-969.0,29.294303655624393
2883367,-191.0,188.0,183.0,16.969136047363282
2168401,-183.0,420.0,591.0,12.904043006896973
2480384,689.0,-884.0,-753.0,12.182450556755063
1994076,-39.0,372.0,159.0,12.13799159526825
610903,-527.0,428.0,191.0,10.497598910331726
3209192,-455.0,516.0,415.0,24.998392248153692
1699295,345.0,68.0,-241.0,29.552339935302733
897548,-199.0,212.0,231.0,40.0
2901318,577.0,-1164.0,-969.0,14.565443181991578
3218310,-271.0,-100.0,279.0,30.58496637344361
2747082,185.0,-444.0,-481.0,20.890964126586915
3626721,105.0,-316.0,-137.0,11.048136043548585
2131117,409.0,-1364.0,-569.0,11.27033739089966
516404,433.0,-564.0,-721.0,12.543889904022214
930048,-295.0,-228.0,487.0,25.851736545562748
2519288,-263.0,292.0,191.0,18.930308270454407
205615,-47.0,-164.0,-1.0,17.90763766765595
2664847,-223.0,388.0,239.0,28.13549675941468
3256713,41.0,572.0,199.0,17.219494581222534
40656,161.0,-844.0,-977.0,10.553646922111511
3589222,17.0,988.0,199.0,13.53404107093811
48372,-303.0,380.0,255.0,22.016429138183604
502329,-271.0,-1212.0,375.0,10.008280467987063
805384,-135.0,-1100.0,391.0,10.237583613395694
447522,-39.0,196.0,239.0,15.444053244590759
663580,529.0,-1324.0,-761.0,10.51290650367737
3620801,-7.0,348.0,-209.0,20.409626007080078
259173,-31.0,-108.0,-121.0,10.795987749099732
1044172,417.0,676.0,231.0,17.315572714805604
895885,-7.0,764.0,167.0,12.945272922515874
336680,17.0,-460.0,-305.0,12.832772684097293
3356068,-95.0,284.0,191.0,22.021454954147337
1467578,-303.0,764.0,167.0,10.504028964042664
2060784,401.0,716.0,231.0,14.13637728691101
1010886,-151.0,-796.0,-641.0,11.470740342140198
758232,-447.0,-252.0,391.0,14.003849720954895
125706,161.0,-308.0,-273.0,17.943488955497738
1094086,153.0,-476.0,-505.0,12.935099792480472
2683611,-71.0,540.0,215.0,11.736477732658384
1651816,-487.0,540.0,535.0,26.74138307571411
2072934,-911.0,-1124.0,391.0,11.757152271270751
2725696,-575.0,564.0,495.0,23.43529806137085
2861322,233.0,332.0,39.0,15.687611389160153
2356427,273.0,164.0,-49.0,10.275603175163267
1871364,-143.0,468.0,-65.0,24.379270601272587
1583989,441.0,620.0,183.0,12.713653135299685
3581612,169.0,260.0,-97.0,13.264358496665954
2980517,1.0,356.0,151.0,19.96052927970886
1356037,-31.0,540.0,-201.0,15.361886644363404
3163353,-95.0,164.0,511.0,29.786887359619147
1130302,617.0,-1108.0,-913.0,13.719489240646364
970529,-495.0,348.0,111.0,11.171314096450805
2631696,-167.0,-276.0,-105.0,11.849487328529358
2873815,137.0,740.0,175.0,13.757694554328921
191100,89.0,884.0,151.0,27.83262300491333
2282241,-503.0,332.0,167.0,10.721996569633484
2980314,337.0,-100.0,-441.0,22.88979959487915
399974,-231.0,172.0,191.0,19.14982731342316
2271136,-175.0,388.0,199.0,11.096900010108948
1627338,561.0,-996.0,-905.0,11.877336096763614
2424700,-207.0,-1108.0,391.0,12.941636157035827
672634,633.0,-988.0,-921.0,18.406354689598086
3693902,-127.0,-28.0,159.0,25.709775352478033
2884753,433.0,-644.0,-697.0,18.212298846244813
2430029,-127.0,492.0,183.0,40.0
1465229,-399.0,564.0,119.0,13.325102877616885
2111748,-335.0,556.0,111.0,12.413868236541749
1690850,33.0,964.0,199.0,31.146128749847414
488607,25.0,220.0,295.0,15.877602887153628
2874378,-767.0,-1476.0,359.0,17.531394243240356
250256,297.0,-1084.0,-889.0,15.757292890548706
3443312,-87.0,-12.0,327.0,10.37048501968384
2039428,33.0,36.0,151.0,14.921159267425539
247397,209.0,-1308.0,-913.0,10.637994647026062
3616645,-575.0,564.0,327.0,11.666826605796814
2293907,-103.0,300.0,151.0,20.675417137146002
134116,105.0,-228.0,-113.0,19.013960886001588
